paper_id,0,1,2,3,4,5,decision
62GLWUoOLb5,7.0,6.0,7.0,7.0,,,Accept
b8fgqTCBJe,8.0,6.0,7.0,7.0,,,Accept
9PQ13zJ1HME,5.0,8.0,6.0,6.0,,,Accept
j2Vtg_jhKZ,5.0,3.0,6.0,7.0,5.0,,Accept
Fh9l_pVsBfv,5.0,7.0,7.0,,,,Accept
pgBpQYss2ba,7.0,6.0,7.0,,,,Accept
QPg5TTAdizy,7.0,7.0,7.0,,,,Accept
UEhzUupXbL2,6.0,4.0,7.0,4.0,,,Accept
zAuiZpZ478l,7.0,7.0,7.0,,,,Accept
cPVuuk1lZb3,7.0,5.0,8.0,6.0,,,Accept
uuaMrewU9Kk,7.0,7.0,7.0,,,,Accept
lNokkSaUbfV,7.0,7.0,8.0,,,,Accept
iUOUnyS6uTf,6.0,6.0,4.0,,,,Accept
rH-X09cB50f,5.0,4.0,5.0,,,,Accept
JUXn1vXcrLA,6.0,5.0,7.0,,,,Accept
8LeCgKb6UX,6.0,7.0,6.0,,,,Accept
H547BtAyOJ4,7.0,7.0,6.0,6.0,,,Accept
atd4X6U1jT,6.0,6.0,6.0,,,,Accept
xqyDqMojMfC,4.0,6.0,6.0,5.0,,,Accept
WbnvmtD9N1g,6.0,7.0,6.0,5.0,,,Accept
WxWO6KPg5g2,4.0,3.0,7.0,7.0,,,Accept
MNQMy2MpbcO,6.0,7.0,6.0,6.0,,,Accept
2Ln-TWxVtf,6.0,7.0,6.0,5.0,,,Accept
wN1CBFFx7JF,6.0,4.0,5.0,,,,Accept
ONFaDyl_uVq,4.0,7.0,5.0,6.0,,,Accept
qSs7C7c4G8D,7.0,7.0,7.0,,,,Accept
CF1ThuQ8vpG,4.0,5.0,7.0,,,,Accept
yNPsd3oG_s,7.0,5.0,6.0,,,,Accept
Z26xiZkbjgE,7.0,6.0,7.0,,,,Accept
GdMqXQx5fFR,7.0,7.0,4.0,,,,Accept
X5eFS09r9hm,6.0,6.0,4.0,,,,Accept
R8Cngx78A-V,6.0,5.0,5.0,4.0,,,Accept
lTZBRxm2q5,7.0,7.0,3.0,8.0,4.0,,Accept
Snp3iEj7NJ,6.0,5.0,4.0,,,,Accept
_ekGcr07Dsp,6.0,6.0,6.0,,,,Accept
LvW71lgly25,7.0,7.0,6.0,,,,Accept
hq-p55-qil9,4.0,6.0,7.0,7.0,,,Accept
Gf5DxrgD2cT,7.0,5.0,7.0,7.0,,,Accept
lYZQRpqLesi,4.0,6.0,5.0,5.0,,,Accept
zqQKGaNI4lp,5.0,7.0,7.0,6.0,,,Accept
OQtY993Y4TV,7.0,6.0,8.0,,,,Accept
Lz2N6UqRYqB,7.0,7.0,6.0,,,,Accept
bhvUOhnsgZ,6.0,7.0,7.0,5.0,,,Accept
w0O3F4cTNfG,7.0,6.0,7.0,,,,Accept
An5MaWw4L4I,7.0,8.0,3.0,6.0,,,Accept
o8nYuR8ekFm,6.0,7.0,4.0,4.0,,,Accept
LtJMqnbslJe,7.0,6.0,7.0,,,,Accept
NYpU9BRODos,4.0,8.0,7.0,,,,Accept
oR5WIUtsXmx,7.0,6.0,6.0,5.0,,,Accept
2ndfW2bw4mi,4.0,6.0,6.0,,,,Accept
I3mLa12s_H,4.0,5.0,6.0,6.0,,,Accept
avJW5-PRzV,6.0,5.0,7.0,8.0,,,Accept
v_0F4IZJZw,6.0,7.0,6.0,6.0,,,Accept
PfStAhJ2t1g,7.0,7.0,7.0,6.0,,,Accept
HZ20IYYAwah,5.0,7.0,6.0,7.0,,,Accept
dSJuEcqmEIF,6.0,6.0,7.0,,,,Accept
Tean8bBjlbB,5.0,6.0,4.0,4.0,,,Accept
xatjGRWLRO,6.0,6.0,6.0,,,,Accept
X82LFUs6g5Z,4.0,6.0,7.0,5.0,,,Accept
3s9IrEsjLyk,7.0,8.0,6.0,7.0,,,Accept
JpZ5du_Kdh,8.0,5.0,6.0,6.0,,,Accept
jdJo1HIVinI,7.0,6.0,7.0,7.0,,,Accept
peFP9Pl-6-_,5.0,6.0,7.0,6.0,,,Accept
HvJC_KsSx8S,6.0,7.0,5.0,7.0,6.0,,Accept
l7aekTjF6CO,5.0,8.0,7.0,,,,Accept
pIYYJflkhZ,4.0,3.0,7.0,8.0,,,Accept
052QkenIdSI,7.0,6.0,5.0,,,,Accept
M34VHvEU4NZ,8.0,3.0,5.0,5.0,,,Accept
Ix37FJYDkBp,7.0,3.0,7.0,,,,Accept
bQCOA4dq_T,4.0,6.0,6.0,,,,Accept
ZEQ5Gf8DiD,8.0,6.0,5.0,6.0,,,Accept
jwVZZzzNKkW,5.0,6.0,7.0,7.0,,,Accept
PIXGY1WgU-S,8.0,5.0,6.0,8.0,,,Accept
Haj8_Rwqq_H,6.0,7.0,7.0,7.0,,,Accept
k4KHXS6_zOV,5.0,8.0,6.0,,,,Accept
x_HUcWi1aF1,6.0,7.0,4.0,,,,Accept
xp5VOBxTxZ,6.0,6.0,6.0,6.0,8.0,,Accept
Qh89hwiP5ZR,6.0,7.0,5.0,6.0,,,Accept
FlrQGoHPcvo,5.0,6.0,6.0,,,,Accept
l5UNyaHqFdO,6.0,6.0,4.0,8.0,,,Accept
S-Vig7pTRXq,8.0,7.0,6.0,7.0,,,Accept
mhQLcMjWw75,6.0,5.0,8.0,4.0,,,Accept
Xm9iN3UsdpH,8.0,7.0,6.0,,,,Accept
b6to5kfFhQh,8.0,5.0,7.0,8.0,,,Accept
sOVNpUEgKMp,7.0,5.0,6.0,5.0,,,Accept
N-PiuVbkEpp,6.0,6.0,6.0,6.0,,,Accept
Y6xuQZP7t3,6.0,5.0,5.0,6.0,,,Accept
tUH1Or4xblM,5.0,5.0,6.0,6.0,,,Accept
n4wnZAdBavx,5.0,7.0,7.0,,,,Accept
DdxNka9tMRd,7.0,7.0,5.0,,,,Accept
5Ce7l5e_aGl,7.0,7.0,7.0,5.0,,,Accept
eK8Z4Ydt2_b,6.0,8.0,6.0,4.0,,,Accept
dsxuTEf01d5,7.0,7.0,6.0,,,,Accept
l1WlfNaRkKw,7.0,8.0,7.0,,,,Accept
R2XFXfK0SVe,7.0,6.0,6.0,7.0,,,Accept
z64kN1h1-rR,4.0,5.0,6.0,8.0,,,Accept
kgT6D7Z4Xv9,4.0,6.0,6.0,4.0,,,Accept
Qi4vSM7sqZq,5.0,6.0,5.0,6.0,,,Accept
eNlaFpjpZf,5.0,6.0,6.0,,,,Accept
LSKlp_aceOC,5.0,5.0,7.0,6.0,7.0,,Accept
ttC9p-CtYT,5.0,5.0,6.0,,,,Accept
AUJT3rj2F5U,6.0,5.0,5.0,,,,Accept
GwwC16ECrM5,7.0,6.0,7.0,,,,Accept
65eqtvEShR8,5.0,5.0,6.0,7.0,,,Accept
2ge7_pORL_n,4.0,5.0,6.0,7.0,,,Accept
71ICQGB92Yz,4.0,7.0,7.0,8.0,,,Accept
hPfJut2PeLa,6.0,7.0,6.0,6.0,,,Accept
EZZsnke1kt,7.0,8.0,7.0,8.0,,,Accept
boItpVtQ14K,6.0,4.0,7.0,,,,Accept
diV1PpaP33,4.0,4.0,5.0,7.0,,,Accept
prQkA_NjuuB,7.0,5.0,7.0,,,,Accept
MjaROj4BOwk,6.0,7.0,4.0,,,,Accept
4NpoSrT8uU-,8.0,6.0,5.0,,,,Accept
u6GIDyHitzF,6.0,6.0,6.0,,,,Accept
Cl9dcH6Xkcj,7.0,6.0,8.0,,,,Accept
mhp4wLwiAI-,3.0,5.0,4.0,8.0,,,Accept
_h29VprPHD,7.0,8.0,5.0,8.0,,,Accept
3yO3MiSOkH4,5.0,6.0,6.0,6.0,,,Accept
XY5g3mkVge,5.0,6.0,6.0,,,,Accept
M-seILmeISn,8.0,8.0,6.0,5.0,,,Accept
nyn2ewuF-g9,6.0,6.0,4.0,7.0,5.0,,Accept
W8nyVJruVg,7.0,7.0,7.0,,,,Accept
QYQH9w9Z8bO,5.0,7.0,6.0,6.0,,,Accept
gt-l9Hu2ndd,5.0,8.0,2.0,,,,Accept
f-FQE1fjPK,5.0,3.0,7.0,6.0,,,Accept
_QzJJGH_KE,6.0,6.0,6.0,5.0,,,Accept
RBhIkQRpzFK,4.0,7.0,5.0,,,,Accept
AYII8AkvD1e,5.0,3.0,5.0,6.0,,,Accept
JkEz1fqN3hX,6.0,5.0,7.0,,,,Accept
XZhipvOUBB,6.0,6.0,6.0,6.0,,,Accept
vNrSXIFJ9wz,7.0,6.0,6.0,,,,Accept
jWgGtPmi8c,6.0,4.0,5.0,3.0,7.0,,Accept
-76EsjcHnbj,6.0,8.0,8.0,,,,Accept
suHUJr7dV5n,7.0,5.0,7.0,7.0,,,Accept
wo-a8Ji6s3A,7.0,6.0,8.0,,,,Accept
5hgYi4r5MDp,7.0,6.0,5.0,,,,Accept
_cFdPHRLuJ,5.0,6.0,6.0,7.0,,,Accept
jqzoJw7xamd,6.0,7.0,4.0,5.0,,,Accept
LdKdbHw3A_6,6.0,5.0,5.0,7.0,,,Accept
CHMJSfuIX8,7.0,5.0,7.0,7.0,,,Accept
qw3MZb1Juo,7.0,4.0,5.0,,,,Accept
lIeuKiTZsLY,7.0,4.0,8.0,,,,Accept
drVX99PekKf,5.0,5.0,6.0,7.0,,,Accept
rg_yN3HpCp,6.0,7.0,6.0,,,,Accept
uLhKRH-ovde,5.0,5.0,4.0,5.0,,,Accept
_sQ6pLNVHoh,6.0,7.0,6.0,6.0,,,Accept
AyiiHcRzTd,7.0,5.0,6.0,,,,Accept
LCOv-GVVDkp,6.0,4.0,4.0,7.0,,,Accept
AWeZdGJ89lC,7.0,5.0,6.0,4.0,,,Accept
8gQEmEgWAkc,7.0,7.0,8.0,,,,Accept
NSophzmqq8Y,6.0,7.0,6.0,6.0,,,Accept
G25uStbmC7,5.0,4.0,7.0,,,,Accept
VBbxHvbJd94,5.0,7.0,6.0,,,,Accept
YUEP3ZmkL1,3.0,7.0,6.0,6.0,,,Accept
OrcLKV9sKWp,7.0,6.0,6.0,,,,Accept
MOGt8ZizQJL,7.0,6.0,7.0,5.0,,,Accept
iWg5LjFbeT_,6.0,5.0,6.0,7.0,,,Accept
TIQfmR7IF6H,7.0,6.0,4.0,7.0,,,Accept
sFapsu4hYo,5.0,6.0,4.0,6.0,,,Accept
A7l8WZIKz3,4.0,7.0,6.0,3.0,,,Accept
AKM3C3tsSx3,6.0,6.0,6.0,,,,Accept
ObgXE0EMIqH,6.0,6.0,4.0,5.0,8.0,,Accept
u6p_NvZ23qt,7.0,6.0,6.0,,,,Accept
Vc4QUfqr4do,8.0,7.0,7.0,,,,Accept
f_kvHrM4Q0,8.0,5.0,5.0,,,,Accept
QMrs1nggaL,7.0,7.0,7.0,7.0,,,Accept
SCD0hn3kMHw,5.0,6.0,7.0,7.0,,,Accept
u6OfmaGIya1,6.0,5.0,7.0,5.0,,,Accept
PRd7VG_ki_,8.0,5.0,6.0,6.0,,,Accept
CwQCeJnteii,6.0,5.0,6.0,6.0,,,Accept
oWqWiazEb62,7.0,7.0,7.0,,,,Accept
h8Bd7Gm3muB,6.0,6.0,7.0,,,,Accept
8qugS9JqAxD,6.0,7.0,7.0,,,,Accept
CwG-o0ind6t,7.0,9.0,7.0,7.0,,,Accept
A7O7Fl5Qo9W,6.0,6.0,6.0,5.0,,,Accept
uxWr9vEdsBh,7.0,7.0,7.0,5.0,,,Accept
Ypp6z77A6_,3.0,7.0,5.0,5.0,5.0,,Accept
z0M3qHDqH20,5.0,7.0,5.0,6.0,,,Accept
pBz3h8VibKY,5.0,7.0,4.0,,,,Accept
PGQrtAnF-h,8.0,7.0,6.0,,,,Accept
2clwrA2tfik,7.0,8.0,7.0,7.0,,,Accept
0SgKq4ZC9r,6.0,4.0,6.0,,,,Accept
YsRH6uVcx2l,7.0,8.0,7.0,5.0,,,Accept
IILJ0KWZMy9,6.0,7.0,4.0,,,,Accept
hzbguA9zMJ,6.0,7.0,6.0,7.0,,,Accept
NYF6jNTAui,4.0,7.0,6.0,,,,Accept
exDlhqs1Qr,7.0,7.0,7.0,,,,Accept
JXY11Tc9mwY,8.0,6.0,6.0,4.0,,,Accept
rOimdw0-sx9,4.0,5.0,7.0,6.0,,,Accept
Nx4gNemvNvx,6.0,5.0,5.0,,,,Accept
uAIQymz0Qp,7.0,7.0,7.0,7.0,,,Accept
jRrpiqxtrWm,6.0,3.0,4.0,5.0,,,Accept
ANkIj-WI2XA,7.0,8.0,7.0,7.0,,,Accept
GbpEszOdiTV,6.0,5.0,5.0,7.0,,,Accept
PPlAVQDeL6,5.0,5.0,7.0,5.0,,,Accept
eHePKMLuNmy,7.0,7.0,5.0,6.0,,,Accept
MXX18i8puEk,6.0,7.0,5.0,,,,Accept
4n1PS9WvdYv,6.0,7.0,7.0,6.0,7.0,,Accept
sjaQ2bHpELV,7.0,5.0,6.0,7.0,,,Accept
VVsNTPK1FBp,5.0,5.0,7.0,7.0,,,Accept
df1g_KeEjQ,5.0,7.0,8.0,4.0,,,Accept
WaKGmSI2-8g,8.0,6.0,6.0,,,,Accept
lhLEGeBC-ru,7.0,7.0,7.0,8.0,,,Accept
PM5gVmG2Jj,8.0,5.0,6.0,7.0,,,Accept
giOus054WOy,6.0,7.0,8.0,5.0,,,Accept
kUOm0Fdtvh,4.0,5.0,6.0,6.0,,,Accept
bDyLgfvZ0qJ,8.0,8.0,8.0,,,,Accept
maSvlkPHc-k,6.0,4.0,4.0,4.0,6.0,6.0,Accept
ytnwPTrpl38,6.0,6.0,6.0,,,,Accept
Ri3T9dwZ_rG,7.0,6.0,7.0,6.0,6.0,,Accept
fJ924S1j5xh,6.0,6.0,6.0,7.0,,,Accept
XSNfXG9HBAu,3.0,5.0,7.0,,,,Accept
PPjSKy40XUB,7.0,7.0,6.0,7.0,,,Accept
MZmv_B1DM3,6.0,6.0,8.0,,,,Accept
VY1dqOF2RjC,8.0,4.0,5.0,5.0,,,Accept
DpxXyntc12v,7.0,6.0,8.0,5.0,,,Accept
7cL46kHUu4,6.0,6.0,5.0,,,,Accept
wjqr6aqkLUV,5.0,5.0,6.0,,,,Accept
c6ibx0yl-aG,5.0,7.0,8.0,5.0,,,Accept
FxVH7iToXS,5.0,7.0,4.0,,,,Accept
vmjckXzRXmh,7.0,7.0,5.0,4.0,,,Accept
dUSI4vFyMK,6.0,9.0,7.0,7.0,7.0,,Accept
-h6WAS6eE4,4.0,7.0,7.0,,,,Accept
qYc8VnmUwbv,8.0,8.0,6.0,7.0,,,Accept
Jd70afzIvJ4,7.0,6.0,7.0,5.0,,,Accept
AqexjBWRQFx,7.0,3.0,6.0,6.0,,,Accept
-uezmSLXVoE,6.0,8.0,8.0,7.0,,,Accept
Ncyc0JS7Q16,8.0,4.0,6.0,,,,Accept
SNElc7QmMDe,6.0,6.0,6.0,,,,Accept
b-SNWfqkZc,5.0,5.0,5.0,,,,Accept
4PJbcrW_7wC,7.0,7.0,7.0,6.0,,,Accept
oPzICxVFqVM,8.0,7.0,6.0,5.0,,,Accept
_5rdhnrbl-z,5.0,7.0,6.0,5.0,,,Accept
eJM0aA5Qhhk,7.0,6.0,5.0,6.0,,,Accept
8ON84BdnSn,7.0,7.0,7.0,7.0,,,Accept
APQY2WZFZkd,7.0,7.0,7.0,,,,Accept
D4fuQ1MveDM,7.0,7.0,6.0,7.0,,,Accept
Xt9smkoTgQf,7.0,6.0,3.0,,,,Accept
agQGDz6gPOo,7.0,5.0,6.0,7.0,,,Accept
rwyISFoSmXd,7.0,6.0,4.0,5.0,,,Accept
VK9jfSPnnb,7.0,6.0,7.0,6.0,,,Accept
lHuPdoHBxbg,7.0,7.0,6.0,,,,Accept
ZJqqSa8FsH9,7.0,4.0,4.0,7.0,,,Accept
MbBTrAvee-N,7.0,6.0,5.0,,,,Accept
7vlIVOBKarp,6.0,7.0,6.0,7.0,7.0,,Accept
493VFz-ZvDD,6.0,6.0,7.0,3.0,,,Accept
NSWNgQgoF71,7.0,4.0,6.0,,,,Accept
qPb0m0NXt4j,8.0,6.0,6.0,6.0,,,Accept
24fiAU_9vT,9.0,7.0,6.0,,,,Accept
m8vzptcFKsT,5.0,7.0,7.0,,,,Accept
-TJpOACwpl5,7.0,7.0,5.0,5.0,,,Accept
ii9X4vtZGTZ,6.0,5.0,5.0,,,,Accept
2NcrByUfu9,6.0,8.0,5.0,,,,Accept
RHa77BXv6k,6.0,6.0,8.0,,,,Accept
g0QM7IBuCh,6.0,6.0,7.0,6.0,,,Accept
Ir8b8lG_Vc,7.0,6.0,6.0,,,,Accept
WBp4dli3No6,6.0,9.0,8.0,,,,Accept
Mg-PzsJkEmg,6.0,6.0,6.0,,,,Accept
KUOKpojFr_,7.0,5.0,4.0,,,,Accept
QeaYt6w5Xa1,6.0,6.0,6.0,5.0,,,Accept
FLzTj4ia8BN,6.0,6.0,5.0,5.0,,,Accept
DoQElY73YR,3.0,5.0,6.0,5.0,,,Accept
_LceCyuVcH,6.0,3.0,6.0,4.0,,,Accept
hUjMhflYvGc,7.0,5.0,4.0,,,,Accept
-BxFk0t7wN,6.0,6.0,6.0,,,,Accept
KBUgVv8z7OA,4.0,6.0,4.0,8.0,,,Accept
9lQmaKMxIUD,7.0,8.0,8.0,7.0,,,Accept
k5idxiVdJ3p,4.0,9.0,6.0,5.0,,,Accept
BsSP7pZGFQO,8.0,7.0,7.0,,,,Accept
D0aqV81d0_k,6.0,6.0,6.0,,,,Accept
x26Mpsf45P3,6.0,8.0,7.0,7.0,,,Accept
jFVfKsmKa-,5.0,6.0,5.0,8.0,,,Accept
rhdfTOiXBng,7.0,7.0,7.0,,,,Accept
etY_XXnPkoC,8.0,6.0,5.0,7.0,,,Accept
hqRwcqzegr7,7.0,7.0,7.0,,,,Accept
bEMrmaw8gOB,7.0,7.0,7.0,6.0,,,Accept
WPXRVQaP9Oq,6.0,5.0,5.0,,,,Accept
U1m_93ansV,7.0,7.0,6.0,7.0,,,Accept
N6zHSyChCF2,6.0,6.0,6.0,,,,Accept
FkPZGtTxXx6,5.0,7.0,6.0,6.0,,,Accept
ecevn9kPm4,5.0,7.0,7.0,,,,Accept
cwWSpO6rl3Z,6.0,8.0,5.0,,,,Accept
i-UdJ6fWUFc,6.0,7.0,7.0,,,,Accept
03Qml_SaPqV,9.0,8.0,7.0,,,,Accept
YPpSngE-ZU,7.0,6.0,8.0,,,,Accept
yJEUDfzsTX7,5.0,7.0,7.0,7.0,,,Accept
s776AhRFm67,7.0,3.0,4.0,7.0,8.0,,Accept
prKLyXwzIW,5.0,6.0,7.0,7.0,,,Accept
ALIYCycCsTy,4.0,7.0,6.0,,,,Accept
X1oVDZIABwF,5.0,6.0,5.0,5.0,,,Accept
szt95rn-ql,8.0,8.0,7.0,7.0,,,Accept
mhe2C2VWwCW,7.0,6.0,8.0,,,,Accept
xvlaiSHgPrC,5.0,3.0,6.0,7.0,,,Accept
6V4vRCbVA3J,7.0,5.0,5.0,7.0,,,Accept
TERVhuQVTe,7.0,6.0,7.0,6.0,,,Accept
FYGrMDwQyL,6.0,5.0,7.0,,,,Accept
_qsh1p43SIf,7.0,5.0,6.0,4.0,,,Accept
MPARWTuMiPh,3.0,6.0,7.0,9.0,,,Accept
wt7cd9m2cz2,7.0,6.0,7.0,7.0,8.0,,Accept
3nbKUphLBg5,3.0,6.0,7.0,,,,Accept
XiwkvDTU10Y,6.0,6.0,6.0,,,,Accept
6HFRBaPmp,8.0,6.0,6.0,,,,Accept
3PAIKtWQsc,7.0,6.0,7.0,6.0,,,Accept
6NTFiNpQJ6,4.0,7.0,6.0,4.0,,,Accept
g-H3oNARs2,9.0,6.0,5.0,5.0,,,Accept
M3WW7TqoMvc,8.0,7.0,7.0,7.0,,,Accept
hPVXHzzK0z,5.0,5.0,4.0,5.0,6.0,,Accept
6FkSHynJr1,6.0,5.0,6.0,7.0,,,Accept
1_gypPuWUC3,7.0,7.0,6.0,6.0,,,Accept
SL4SwMNnwIe,7.0,7.0,5.0,7.0,,,Accept
6scShPCpdDu,6.0,7.0,8.0,,,,Accept
QEODRZ7j3L_,7.0,8.0,7.0,,,,Accept
R5yl-ySZR0U,7.0,5.0,6.0,4.0,,,Accept
pyLFJ9TBZw,5.0,5.0,7.0,,,,Accept
1mFfKXYMg5a,8.0,7.0,7.0,,,,Accept
yTJze_xm-u6,7.0,7.0,8.0,6.0,,,Accept
JyTT03dqCFD,6.0,2.0,6.0,7.0,,,Accept
tzNWhvOomsK,5.0,6.0,7.0,6.0,,,Accept
Wl1ZIgMqLlq,7.0,7.0,8.0,7.0,,,Accept
CIYF4tpQzgK,5.0,4.0,7.0,8.0,,,Accept
ErUlLrGaVEU,6.0,6.0,7.0,7.0,,,Accept
1LmgISIDZJ,6.0,5.0,7.0,,,,Accept
KXybrIUJnya,4.0,7.0,6.0,6.0,,,Accept
KwwBBSzQgRX,9.0,7.0,7.0,7.0,,,Accept
7WuCttgNQ79,7.0,5.0,7.0,,,,Accept
PbKa0yApPq5,7.0,7.0,7.0,7.0,,,Accept
edgCBcwZxgd,6.0,7.0,7.0,,,,Accept
5aZ8umizItU,5.0,5.0,8.0,8.0,,,Accept
11nMVZK0WYM,7.0,6.0,7.0,,,,Accept
oNWqs_JRcDD,6.0,4.0,7.0,,,,Accept
OFJSAMwskM,6.0,7.0,5.0,8.0,,,Accept
9XWHdVCynhp,7.0,4.0,5.0,,,,Accept
8rfYWE3nyXl,7.0,7.0,6.0,,,,Accept
ST5ZUlz_3w,6.0,6.0,5.0,8.0,5.0,7.0,Accept
r5rzV51GZx,6.0,5.0,6.0,4.0,5.0,,Accept
wZEfHUM5ri,5.0,6.0,6.0,6.0,,,Accept
F2mhzjHkQP,5.0,8.0,7.0,6.0,,,Accept
6Nh0D44tRAz,7.0,7.0,7.0,,,,Accept
dTTKMy00PTJ,9.0,7.0,8.0,,,,Accept
5g7l7EJoZT,6.0,6.0,5.0,5.0,,,Accept
98TSEoHOoQE,6.0,6.0,5.0,,,,Accept
g05fHAvNeXx,6.0,5.0,5.0,8.0,,,Accept
mUeMOdJ2IJp,7.0,6.0,6.0,5.0,,,Accept
XFnDhcEH9FF,6.0,5.0,7.0,6.0,,,Accept
lxsL16YeE2w,7.0,7.0,8.0,,,,Accept
DTsCy9Lyj5-,6.0,7.0,4.0,6.0,,,Accept
12nqqeQnDW7,6.0,5.0,6.0,6.0,,,Accept
2-CflpDkezH,6.0,6.0,6.0,6.0,7.0,,Accept
rApvGord7j,5.0,4.0,6.0,6.0,,,Accept
EI1x5B1-o8M,6.0,7.0,3.0,5.0,,,Accept
Yq6g9xluV0,4.0,6.0,6.0,6.0,,,Accept
aZQJMVx8fk,7.0,5.0,7.0,4.0,,,Accept
YeuBRKq_yZ-,6.0,6.0,6.0,6.0,,,Accept
IE32oIlhXz,5.0,6.0,7.0,7.0,,,Accept
XiLasGufCM,5.0,6.0,7.0,4.0,,,Accept
mhP6mHgrg1c,3.0,7.0,6.0,7.0,,,Accept
p_BVHgrvHD4,6.0,5.0,7.0,4.0,,,Accept
9T0Bnap5-j7,6.0,6.0,5.0,7.0,,,Accept
voV_TRqcWh,6.0,4.0,6.0,,,,Accept
4BoN6bk-FEz,8.0,5.0,5.0,,,,Accept
hXzOqPlXDwm,6.0,7.0,7.0,4.0,,,Accept
ah2gZLdT9u,4.0,7.0,6.0,7.0,,,Accept
ajH17-Pb43A,6.0,4.0,6.0,6.0,,,Accept
nEJMdZd8cIi,6.0,7.0,9.0,8.0,,,Accept
wVc4Qg5Bhah,7.0,4.0,7.0,8.0,,,Accept
VVcSpAbR4zX,7.0,5.0,8.0,4.0,,,Accept
H4DqfPSibmx,8.0,6.0,8.0,7.0,7.0,,Accept
Zh21fp1B0vv,7.0,7.0,7.0,7.0,,,Accept
6I3zJn9Slsb,7.0,6.0,6.0,,,,Accept
0ISChqjlrq,6.0,6.0,6.0,7.0,,,Accept
1Re5RKwpieG,6.0,5.0,7.0,4.0,,,Accept
zp_Cp38qJE0,6.0,5.0,4.0,,,,Accept
HMs5pxZq1If,8.0,6.0,6.0,,,,Accept
wKf5dRSartn,7.0,5.0,8.0,7.0,,,Accept
U6vBmFL9SxP,5.0,4.0,6.0,,,,Accept
-r6-WNKfyhW,6.0,7.0,7.0,7.0,,,Accept
WHqVVk3UHr,9.0,7.0,9.0,6.0,,,Accept
NtwEUZE6VcL,7.0,7.0,7.0,7.0,,,Accept
riIaC2ivcYA,6.0,6.0,6.0,7.0,,,Accept
kxXvopt9pWK,6.0,5.0,5.0,6.0,,,Accept
ZLsZmNe1RDb,7.0,7.0,7.0,6.0,6.0,,Accept
a01PL2gb7W5,7.0,6.0,8.0,6.0,,,Accept
WDS1M0gsfXk,6.0,6.0,5.0,7.0,,,Accept
Inj9ed0mzQb,5.0,5.0,9.0,7.0,,,Accept
PrJSZxup-U,6.0,7.0,6.0,4.0,,,Accept
PRsjhKIrVg,4.0,6.0,6.0,6.0,,,Accept
C2Mikd2WpOc,3.0,8.0,7.0,8.0,,,Accept
U3gobB4oKv,8.0,5.0,8.0,5.0,,,Accept
ZJ7Lrtd12x_,7.0,7.0,5.0,6.0,,,Accept
OtjQ7NTu3j,5.0,8.0,7.0,3.0,,,Accept
p6hArCtwLAU,6.0,6.0,6.0,6.0,,,Accept
p3w4l4nf_Rr,7.0,6.0,6.0,,,,Accept
ACThGJBOctg,7.0,6.0,5.0,8.0,,,Accept
FFPcFtWJwsB,5.0,7.0,6.0,6.0,,,Accept
WXdSp8k0TMn,6.0,7.0,6.0,4.0,,,Accept
2Bus7sfjZh8,6.0,8.0,7.0,,,,Accept
vDeh2yxTvuh,5.0,5.0,7.0,7.0,,,Accept
IIDC-pVqkrf,7.0,4.0,7.0,7.0,,,Accept
GL-3WEdNRM,6.0,7.0,7.0,7.0,6.0,7.0,Accept
WrIrYMCZgbb,6.0,5.0,5.0,4.0,,,Accept
ccYOWWNa5v2,5.0,5.0,7.0,,,,Accept
VgX6ceDerh2,4.0,7.0,7.0,6.0,,,Accept
mrt90D00aQX,6.0,7.0,6.0,4.0,,,Accept
8hoDLRLtl9h,5.0,5.0,5.0,5.0,6.0,,Accept
Jpxd93u2vK-,4.0,5.0,8.0,6.0,,,Accept
-welFirjMss,6.0,6.0,6.0,,,,Accept
tVbJdvMxK2-,4.0,6.0,5.0,,,,Accept
8XWP2ewX-im,6.0,4.0,7.0,,,,Accept
9i7Sf1aRYq,6.0,6.0,7.0,4.0,,,Accept
qC2BwvfaNdd,6.0,6.0,7.0,7.0,3.0,,Accept
pluyPFTiTeJ,6.0,7.0,5.0,,,,Accept
FJ42JCNNUYT,4.0,6.0,6.0,,,,Accept
wiHzQWwg3l,5.0,7.0,6.0,,,,Accept
thirVlDJ2IL,7.0,6.0,7.0,,,,Accept
2hp6sIBsCDH,6.0,6.0,6.0,,,,Accept
22hMrSbQXzt,5.0,5.0,7.0,6.0,,,Accept
IfgOWI5v2f,5.0,5.0,7.0,,,,Accept
JLWOTZpWZzY,7.0,5.0,6.0,4.0,,,Accept
Ul1legCUGIV,7.0,6.0,6.0,6.0,,,Accept
pNEisJqGuei,4.0,7.0,7.0,3.0,,,Accept
7fdVZR_cl7,4.0,8.0,7.0,8.0,,,Accept
2zQx2Pxbd7J,5.0,6.0,7.0,,,,Accept
FhuM-kk8Pbk,7.0,7.0,6.0,6.0,,,Accept
r-CsquKaHvk,6.0,7.0,7.0,7.0,,,Accept
jjlQkcHxkp0,7.0,8.0,7.0,7.0,,,Accept
_3ELRdg2sgI,7.0,7.0,6.0,7.0,,,Accept
I1mkUkaguP,7.0,7.0,7.0,8.0,,,Accept
-9PV7GKwYpM,6.0,6.0,5.0,6.0,,,Accept
sof8l4cki9,6.0,6.0,5.0,8.0,,,Accept
rrYWOpf_Vnf,6.0,4.0,6.0,6.0,8.0,,Accept
